Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0906ST,`33,`610,District - Erode,Total,`5-14,120,60,60,5,3,2,1,0,1,96,47,49,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,10,8
B0906ST,`33,`610,District - Erode,Total,15-34,1437,726,711,83,38,45,47,19,28,1249,627,622,24,12,12,4,4,0,52,22,30,18,6,12,0,0,0,54,28,26,0,0,0,2,2,0,4,4,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,4,46,26,20
B0906ST,`33,`610,District - Erode,Total,35-59,1202,599,603,85,34,51,41,15,26,1064,534,530,18,12,6,0,0,0,22,6,16,28,18,10,0,0,0,78,40,38,0,0,0,0,0,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,4,0,4,22,0,22
B0906ST,`33,`610,District - Erode,Total,60+,194,106,88,32,14,18,7,5,2,189,99,90,10,4,6,0,0,0,2,0,2,2,2,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,2
B0906ST,`33,`610,District - Erode,Total,Age not stated,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`610,District - Erode,Rural,Total,2861,1446,1415,203,87,116,95,39,56,2557,1288,1269,50,28,22,4,4,0,78,30,48,34,16,18,0,0,0,136,74,62,0,0,0,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,4,0,14,6,8,80,34,46
B0906ST,`33,`610,District - Erode,Rural,`5-14,116,60,56,3,1,2,1,0,1,96,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,10,8
B0906ST,`33,`610,District - Erode,Rural,15-34,1392,702,690,83,38,45,46,19,27,1227,615,612,24,12,12,4,4,0,50,22,28,18,6,12,0,0,0,48,26,22,0,0,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,2,4,42,24,18
B0906ST,`33,`610,District - Erode,Rural,35-59,1164,581,583,85,34,51,41,15,26,1048,528,520,16,12,4,0,0,0,22,6,16,16,10,6,0,0,0,78,40,38,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,4,0,4,18,0,18
B0906ST,`33,`610,District - Erode,Rural,60+,184,100,84,32,14,18,7,5,2,185,97,88,10,4,6,0,0,0,2,0,2,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2
B0906ST,`33,`610,District - Erode,Rural,Age not stated,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`610,District - Erode,Urban,Total,97,48,49,2,2,0,1,0,1,42,20,22,2,0,2,0,0,0,2,0,2,14,10,4,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,2,10,4,6
B0906ST,`33,`610,District - Erode,Urban,`5-14,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`610,District - Erode,Urban,15-34,45,24,21,0,0,0,1,0,1,22,12,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,2,2
B0906ST,`33,`610,District - Erode,Urban,35-59,38,18,20,0,0,0,0,0,0,16,6,10,2,0,2,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
B0906ST,`33,`610,District - Erode,Urban,60+,10,6,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0
B0906ST,`33,`610,District - Erode,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`611,District - The Nilgiris,Total,Total,2173,1156,1017,551,261,290,51,21,30,975,528,447,1220,614,606,2,2,0,22,6,16,16,12,4,0,0,0,170,108,62,0,0,0,18,12,6,10,10,0,28,10,18,0,0,0,0,0,0,6,4,2,10,6,4,6,0,6,12,2,10,178,82,96
B0906ST,`33,`611,District - The Nilgiris,Total,`5-14,65,36,29,11,8,3,6,4,2,10,8,2,10,2,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,42,24,18
B0906ST,`33,`611,District - The Nilgiris,Total,15-34,1104,605,499,291,143,148,20,6,14,473,274,199,644,326,318,0,0,0,10,2,8,12,8,4,0,0,0,76,54,22,0,0,0,14,8,6,8,8,0,20,8,12,0,0,0,0,0,0,2,2,0,8,6,2,2,0,2,6,2,4,100,44,56
B0906ST,`33,`611,District - The Nilgiris,Total,35-59,910,455,455,202,88,114,22,8,14,438,211,227,504,254,250,2,2,0,10,2,8,4,4,0,0,0,0,86,48,38,0,0,0,2,2,0,0,0,0,8,2,6,0,0,0,0,0,0,4,2,2,2,0,2,4,0,4,4,0,4,22,8,14
B0906ST,`33,`611,District - The Nilgiris,Total,60+,92,60,32,46,22,24,3,3,0,51,35,16,62,32,30,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8
B0906ST,`33,`611,District - The Nilgiris,Total,Age not stated,2,0,2,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`611,District - The Nilgiris,Rural,Total,1526,797,729,312,137,175,49,20,29,745,398,347,702,322,380,0,0,0,18,6,12,12,8,4,0,0,0,154,94,60,0,0,0,14,10,4,8,8,0,2,2,0,0,0,0,0,0,0,4,2,2,10,6,4,4,0,4,12,2,10,104,56,48
B0906ST,`33,`611,District - The Nilgiris,Rural,`5-14,38,21,17,11,8,3,6,4,2,7,5,2,6,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,26,18,8
B0906ST,`33,`611,District - The Nilgiris,Rural,15-34,795,438,357,148,70,78,20,6,14,363,212,151,368,172,196,0,0,0,8,2,6,10,6,4,0,0,0,70,50,20,0,0,0,12,8,4,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,6,2,4,66,34,32
B0906ST,`33,`611,District - The Nilgiris,Rural,35-59,640,307,333,117,43,74,20,7,13,333,157,176,294,136,158,0,0,0,8,2,6,2,2,0,0,0,0,78,40,38,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,2,0,2,4,0,4,8,2,6
B0906ST,`33,`611,District - The Nilgiris,Rural,60+,51,31,20,35,16,19,3,3,0,39,24,15,34,14,20,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`611,District - The Nilgiris,Rural,Age not stated,2,0,2,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`611,District - The Nilgiris,Urban,Total,647,359,288,239,124,115,2,1,1,230,130,100,518,292,226,2,2,0,4,0,4,4,4,0,0,0,0,16,14,2,0,0,0,4,2,2,2,2,0,26,8,18,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,74,26,48
B0906ST,`33,`611,District - The Nilgiris,Urban,`5-14,27,15,12,0,0,0,0,0,0,3,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10
B0906ST,`33,`611,District - The Nilgiris,Urban,15-34,309,167,142,143,73,70,0,0,0,110,62,48,276,154,122,0,0,0,2,0,2,2,2,0,0,0,0,6,4,2,0,0,0,2,0,2,0,0,0,18,6,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,34,10,24
B0906ST,`33,`611,District - The Nilgiris,Urban,35-59,270,148,122,85,45,40,2,1,1,105,54,51,210,118,92,2,2,0,2,0,2,2,2,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,14,6,8
B0906ST,`33,`611,District - The Nilgiris,Urban,60+,41,29,12,11,6,5,0,0,0,12,11,1,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
B0906ST,`33,`611,District - The Nilgiris,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Total,Total,313,157,156,114,54,60,3,1,2,240,110,130,26,14,12,0,0,0,0,0,0,14,8,6,0,0,0,16,8,8,0,0,0,4,2,2,6,6,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2,2,2,0,0,0,0,106,54,52
B0906ST,`33,`612,District - Dindigul,Total,`5-14,48,23,25,3,2,1,2,1,1,11,8,3,4,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,18
B0906ST,`33,`612,District - Dindigul,Total,15-34,144,74,70,53,25,28,1,0,1,114,49,65,8,4,4,0,0,0,0,0,0,8,8,0,0,0,0,6,2,4,0,0,0,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2,0,0,0,0,0,0,44,26,18
B0906ST,`33,`612,District - Dindigul,Total,35-59,110,55,55,39,16,23,0,0,0,95,43,52,10,6,4,0,0,0,0,0,0,4,0,4,0,0,0,6,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,30,14,16
B0906ST,`33,`612,District - Dindigul,Total,60+,11,5,6,19,11,8,0,0,0,20,10,10,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Rural,Total,172,90,82,110,54,56,3,1,2,185,89,96,24,14,10,0,0,0,0,0,0,8,6,2,0,0,0,14,6,8,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,18
B0906ST,`33,`612,District - Dindigul,Rural,`5-14,41,20,21,3,2,1,2,1,1,8,5,3,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,16
B0906ST,`33,`612,District - Dindigul,Rural,15-34,74,38,36,51,25,26,1,0,1,90,41,49,8,4,4,0,0,0,0,0,0,6,6,0,0,0,0,6,2,4,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2
B0906ST,`33,`612,District - Dindigul,Rural,35-59,50,29,21,37,16,21,0,0,0,71,35,36,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`612,District - Dindigul,Rural,60+,7,3,4,19,11,8,0,0,0,16,8,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Urban,Total,141,67,74,4,0,4,0,0,0,55,21,34,2,0,2,0,0,0,0,0,0,6,2,4,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2,2,2,0,0,0,0,64,30,34
B0906ST,`33,`612,District - Dindigul,Urban,`5-14,7,3,4,0,0,0,0,0,0,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`612,District - Dindigul,Urban,15-34,70,36,34,2,0,2,0,0,0,24,8,16,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2,0,0,0,0,0,0,34,18,16
B0906ST,`33,`612,District - Dindigul,Urban,35-59,60,26,34,2,0,2,0,0,0,24,8,16,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,28,12,16
B0906ST,`33,`612,District - Dindigul,Urban,60+,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`612,District - Dindigul,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Total,Total,20,8,12,2,0,2,1,1,0,9,1,8,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`613,District - Karur,Total,`5-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Total,15-34,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`613,District - Karur,Total,35-59,8,4,4,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Total,60+,6,2,4,2,0,2,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Rural,Total,14,4,10,0,0,0,1,1,0,9,1,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`613,District - Karur,Rural,`5-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Rural,15-34,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`613,District - Karur,Rural,35-59,6,2,4,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Rural,60+,6,2,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Urban,Total,6,4,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`613,District - Karur,Urban,`5-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Urban,15-34,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`613,District - Karur,Urban,35-59,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Urban,60+,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`613,District - Karur,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`614,District - Tiruchirappalli,Total,Total,413,132,281,44,20,24,38,18,20,217,20,197,10,6,4,0,0,0,6,4,2,24,14,10,0,0,0,16,12,4,0,0,0,6,4,2,4,4,0,8,8,0,0,0,0,2,2,0,2,2,0,8,6,2,12,6,6,12,0,12,92,46,46
B0906ST,`33,`614,District - Tiruchirappalli,Total,`5-14,21,5,16,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12
B0906ST,`33,`614,District - Tiruchirappalli,Total,15-34,196,82,114,24,12,12,17,8,9,75,8,67,2,2,0,0,0,0,4,2,2,16,8,8,0,0,0,8,8,0,0,0,0,0,0,0,2,2,0,8,8,0,0,0,0,0,0,0,2,2,0,4,4,0,12,6,6,6,0,6,64,36,28
B0906ST,`33,`614,District - Tiruchirappalli,Total,35-59,164,34,130,10,4,6,11,4,7,113,8,105,2,0,2,0,0,0,2,2,0,8,6,2,0,0,0,8,4,4,0,0,0,6,4,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,0,0,0,6,0,6,10,4,6
B0906ST,`33,`614,District - Tiruchirappalli,Total,60+,32,11,21,10,4,6,10,6,4,24,3,21,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`614,District - Tiruchirappalli,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`614,District - Tiruchirappalli,Rural,Total,294,58,236,28,10,18,34,18,16,210,16,194,10,6,4,0,0,0,4,2,2,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,2,6,4,2,8,0,8,36,14,22
B0906ST,`33,`614,District - Tiruchirappalli,Rural,`5-14,17,3,14,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10
B0906ST,`33,`614,District - Tiruchirappalli,Rural,15-34,116,33,83,12,4,8,16,8,8,72,5,67,2,2,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,6,4,2,2,0,2,20,10,10
B0906ST,`33,`614,District - Tiruchirappalli,Rural,35-59,132,14,118,6,2,4,8,4,4,110,8,102,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,6,4,2,2
B0906ST,`33,`614,District - Tiruchirappalli,Rural,60+,29,8,21,10,4,6,10,6,4,23,2,21,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`614,District - Tiruchirappalli,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
